reading_id,fault_label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,dominant_freq_hz,tempo_bpm,sample_rate_hz,duration_sec,recording_env,ambient_noise_db
62,Brake System Fault,-176.779,23.7245,97.6456,17.7968,-20.2347,8.835,8.4851,10.0503,-9.4112,12.1121,10.7339,8.1862,-5.0541,8.9066,10.033,7.9937,0.2978,4.6123,6.7118,5.5035,-3.219,5.1952,8.7972,4.3422,-3.2083,5.4195,2686.35,334.64,1636.98,272.46,5297.33,755.95,0.11849,0.02533,0.07376,0.01942,2709.0,1001.5,22050,3.87,revving,73.5
63,Engine Overheating,-196.9056,15.0247,100.8664,10.9967,-12.2903,11.1524,7.0315,6.4336,-4.9563,6.1468,10.2862,5.053,-0.5979,5.7655,11.949,7.4039,-7.4017,7.8104,8.785,6.2036,-3.269,5.585,6.7016,5.0254,-2.9369,3.4717,2420.26,382.2,1621.48,189.76,4375.82,514.01,0.09305,0.02198,0.07518,0.01777,2664.7,1302.0,22050,3.59,idle,64.7
64,Battery Fault,-186.2826,16.7522,115.288,14.6527,-4.8445,5.7256,7.9814,4.3535,-7.0852,5.3804,5.7934,5.6732,-3.162,4.7558,10.0864,5.1456,-4.3862,2.9559,1.5184,3.5364,-0.4267,2.9248,7.8578,4.4454,-2.8929,4.1735,1931.74,202.92,1124.65,161.14,3406.52,322.0,0.06935,0.00899,0.05313,0.00694,133.3,1188.4,22050,4.29,revving,70.7
65,Battery Fault,-202.3232,14.9454,112.4465,12.0654,-7.5463,8.5157,12.6552,4.4047,-3.9744,5.3894,7.0208,6.4592,-2.843,2.9248,5.802,4.4821,-5.7181,3.6602,1.8372,3.9742,0.5524,3.4529,7.7944,3.4771,-4.1966,5.0548,1982.06,225.99,1277.43,139.81,3377.77,306.18,0.07953,0.01546,0.04588,0.00835,162.2,1056.5,22050,2.9,revving,52.7
66,Battery Fault,-190.5464,18.0628,109.5561,8.2331,-7.4196,6.4272,7.9767,6.9293,-3.2619,6.3947,7.9065,5.0756,-4.0212,5.1285,10.0789,5.8935,-5.3523,3.9508,5.4551,3.3905,-2.0952,5.5938,7.4708,3.4416,-5.0057,3.0504,1959.11,170.91,1133.98,135.32,3411.17,357.19,0.0692,0.01115,0.05024,0.009,179.2,991.1,22050,4.47,idle,66.7
67,Brake System Fault,-179.8503,19.5843,103.7524,17.1129,-13.5238,8.143,12.9962,10.1024,-7.2858,13.5129,11.0188,9.4723,-8.8841,5.5158,4.1074,5.8683,-1.5072,6.9295,10.5017,5.3656,-0.8234,5.2969,8.4987,6.6036,-2.4541,3.6188,2996.75,345.92,1699.86,265.64,5280.2,747.12,0.12046,0.02348,0.07643,0.02317,4745.7,808.6,22050,2.67,idle,56.7
68,Oil Pressure Fault,-192.7681,19.3114,110.8334,12.1703,-2.3152,8.1376,19.2885,5.5956,-10.3759,4.3405,11.4887,4.9086,-6.7358,7.0886,11.0311,4.2402,-0.6212,5.534,6.9636,3.7941,-3.9888,4.0428,5.1724,3.4382,-2.404,2.9371,2145.86,274.94,1358.33,196.31,3780.15,520.23,0.07629,0.01779,0.05512,0.01007,956.5,1629.4,22050,4.38,idle,78.0
69,Healthy,-203.9288,16.0344,105.2725,12.4556,-6.5617,6.1669,14.745,4.7089,-5.4645,4.6103,9.1698,4.0606,-2.768,0.9975,6.8927,2.0366,0.859,3.4738,5.9719,3.2807,-0.3023,2.4559,4.8211,3.511,-0.8172,3.4613,1837.17,180.27,1009.51,134.75,3228.35,229.68,0.06772,0.01473,0.04538,0.01287,37.8,606.1,22050,4.5,idle,72.4
70,Healthy,-202.5686,14.5791,111.2241,9.1187,-4.6556,4.3257,13.9207,5.4499,-6.6991,6.1324,8.181,4.0378,-5.7275,3.6755,6.7053,2.8114,-0.458,1.8365,5.919,3.6376,-3.0993,3.1601,3.5994,2.3669,-2.3618,3.4385,1843.73,149.55,1015.76,134.97,3305.19,214.19,0.05479,0.01093,0.03883,0.0136,38.6,1250.2,22050,3.31,revving,57.2
71,Healthy,-203.1493,10.0174,115.0711,11.2625,-6.0509,6.0178,13.2007,5.2416,-7.408,5.0768,9.0231,2.5475,-5.8992,2.8485,4.8008,1.5542,-3.8638,3.1222,4.9564,3.0515,0.8426,3.3256,5.6778,3.121,0.1639,3.9752,1891.13,174.01,1005.37,121.14,3218.05,348.66,0.06266,0.01509,0.04935,0.01141,99.5,891.5,22050,3.31,idle,70.2
72,Brake System Fault,-181.6541,17.1505,99.4175,17.5598,-11.8294,10.2587,17.9994,14.9142,-9.0773,9.081,17.0545,6.3305,-9.0343,5.9904,8.7157,8.3044,-8.1665,6.021,5.5657,4.0172,-5.8135,6.933,7.183,5.1631,-0.8777,5.4551,2833.51,519.15,1808.66,160.74,5221.06,783.0,0.11953,0.02187,0.07047,0.02019,4095.9,1108.7,22050,4.22,load,66.7
73,Healthy,-194.0616,21.4519,109.7043,6.7206,-5.0616,7.8872,11.1534,5.0494,-4.5641,5.4388,10.8388,5.9605,-3.6262,2.8057,5.3569,3.4866,-3.2333,3.079,5.5065,3.8319,-1.0567,2.6959,3.301,3.6132,-1.3769,3.035,1822.71,216.41,1093.24,93.65,3004.8,295.6,0.06493,0.0148,0.04822,0.01452,72.2,1214.1,22050,4.39,revving,51.6
74,Engine Overheating,-191.4749,11.4005,105.9251,11.3947,-13.2393,6.1191,9.8202,5.4817,-5.9939,6.4655,13.1419,7.0274,0.4567,5.8987,9.0508,5.5763,-5.9789,6.0132,10.0833,5.7356,-1.7454,5.3639,6.2982,4.0648,-3.5658,3.0684,2355.19,364.52,1474.16,251.34,4115.33,496.38,0.0879,0.0227,0.07605,0.01191,3031.4,1006.0,22050,3.65,load,67.7
75,Brake System Fault,-169.2945,21.4269,96.5524,15.6297,-8.4755,11.9413,15.6927,10.6227,-9.9786,10.1983,19.1464,7.7368,-8.5744,7.554,10.3529,8.5511,-7.0053,7.4307,6.1948,7.6963,-1.3619,5.7765,4.839,6.9549,-2.251,5.9338,2545.72,408.63,1817.35,187.46,5158.71,813.32,0.1019,0.02437,0.07555,0.01745,3156.5,980.0,22050,3.91,idle,67.1
76,Oil Pressure Fault,-197.0368,16.6742,109.4969,17.4021,-2.136,8.9491,15.3254,5.7011,-6.8131,4.3192,9.1778,4.4072,-6.6229,6.1642,8.3612,6.268,-2.6172,4.478,8.1188,3.306,0.362,2.265,5.9211,4.4305,-1.8371,3.6312,2006.45,253.63,1348.67,164.92,3902.37,462.52,0.0776,0.0187,0.05903,0.01316,1438.0,900.5,22050,4.4,idle,67.2
77,Clutch Slip,-184.1025,18.6005,106.1482,13.0741,-8.3328,9.8107,15.4292,9.3136,-4.1708,5.1678,10.6859,5.4998,-3.2854,6.3225,3.6785,5.3855,-2.6055,5.2557,7.1183,4.1082,-0.7226,4.2367,4.6815,3.9966,-1.636,4.0525,2096.73,177.09,1242.33,148.25,3643.93,324.35,0.06867,0.01631,0.05887,0.01027,33.6,1847.9,22050,4.28,revving,49.4
78,Engine Overheating,-186.6393,20.2076,102.6386,11.546,-10.7346,6.0375,7.4688,9.2774,-4.7302,5.0922,8.4425,7.0749,-2.2245,6.0251,4.0956,5.0046,-5.7056,6.8528,9.4608,5.6129,-6.5735,5.7949,7.6057,3.3252,-1.6839,4.2967,2405.38,323.67,1460.91,233.59,4271.7,536.69,0.10786,0.01559,0.07135,0.01616,2885.9,798.2,22050,2.87,idle,64.1
79,Healthy,-199.5236,12.9793,109.1534,11.5421,-5.6706,8.8488,11.6452,4.183,-1.6089,3.7099,9.3638,3.7442,-3.2865,2.1442,6.2764,4.1704,-1.8373,3.9047,4.3366,3.083,-0.3158,3.3823,3.806,3.0437,0.1542,3.1963,1684.67,163.73,1010.44,89.63,3168.44,325.3,0.05826,0.01313,0.05065,0.01067,72.3,1160.8,22050,4.17,idle,62.9
80,Engine Overheating,-189.017,21.1462,105.6699,10.9454,-9.2144,13.5971,10.6531,9.6786,-3.6027,4.8547,13.3839,5.6153,-1.431,8.3774,6.259,6.4547,-2.8787,6.4099,7.0102,5.2079,-4.6301,6.5705,6.2563,5.0704,-2.3753,4.7128,2518.48,266.24,1630.99,324.1,4470.09,417.16,0.08929,0.0112,0.0606,0.02175,3409.0,1707.3,22050,4.18,load,62.7
81,Brake System Fault,-181.802,26.8813,104.0854,22.1696,-15.376,11.3292,13.3569,10.6239,-8.8951,8.5144,14.7246,7.2862,-6.2834,5.7929,12.0238,9.454,0.8685,8.1852,7.9936,4.9232,-5.1405,5.9484,4.8899,5.7973,-1.4969,3.6942,2758.42,453.22,1850.28,290.87,5238.82,717.8,0.11149,0.02601,0.07925,0.0179,3812.1,986.2,22050,2.78,load,66.9
82,Healthy,-206.5337,20.7226,114.4479,9.8901,-3.1888,7.2637,13.9415,5.7169,-1.9852,5.3253,7.2111,2.85,-1.4869,2.9204,7.6304,2.9873,-1.4646,2.5333,5.5578,1.6807,-1.2222,2.2272,4.0666,3.0912,-1.1011,3.1224,1688.16,152.42,1044.09,127.74,3125.52,210.27,0.06855,0.0138,0.04935,0.01257,116.6,1168.6,22050,2.57,idle,68.5
83,Healthy,-199.5998,8.7749,112.0807,9.4799,-6.0035,6.8664,16.5363,3.5297,-1.8709,5.7387,9.0162,2.9369,-2.9031,3.3709,6.9754,2.7315,-2.6124,2.5329,5.6878,3.351,0.0186,2.5421,5.4144,4.4954,-0.8844,3.6935,1709.16,244.49,1072.95,142.35,3125.44,213.93,0.06446,0.01401,0.04659,0.00918,30.7,1320.8,22050,3.98,revving,71.1
84,Oil Pressure Fault,-183.0956,15.7592,107.1675,12.9804,-8.2974,10.0215,14.233,7.2216,-8.6619,6.5821,13.24,5.7224,-6.3677,6.1354,9.4112,5.0166,-2.2596,5.6414,8.3377,5.2345,-3.9243,3.9131,4.1025,4.5902,0.8068,3.7074,2176.04,264.31,1308.07,217.85,3793.18,377.4,0.07717,0.01938,0.05365,0.01105,1545.1,1146.4,22050,3.78,load,63.5
85,Healthy,-203.183,14.5469,112.4612,8.8728,-6.6017,6.7328,9.858,3.9579,-3.7367,4.8485,10.1835,5.3522,-1.3757,3.5918,7.1099,3.7106,-2.6184,3.1223,4.7412,2.7263,-1.7601,3.2593,2.4104,1.8493,0.0518,3.2475,1824.64,177.01,1067.17,111.34,3057.15,233.62,0.07075,0.01135,0.04903,0.00837,43.8,1116.0,22050,3.38,revving,69.4
86,Clutch Slip,-184.931,14.9421,109.3881,11.1512,-0.6872,8.6409,15.278,6.7908,-7.4766,4.3757,11.5357,7.4244,-3.0654,4.2977,7.2254,4.558,-3.045,5.6942,6.2467,5.7111,-1.3805,3.1949,5.1344,3.2067,-0.8625,4.3492,2009.18,176.85,1270.29,157.27,3768.41,307.06,0.08656,0.01697,0.04773,0.01041,32.4,2014.7,22050,3.65,revving,76.1
87,Healthy,-199.0715,15.6119,112.6121,7.0843,-5.3713,5.2976,14.6708,4.5384,-5.9476,4.9964,10.076,4.2104,-4.3513,3.5813,6.3053,2.1412,-3.7708,3.7787,6.593,2.677,-1.3011,2.9692,2.6876,3.0806,-0.4219,2.748,1792.93,168.89,1086.59,103.56,3060.9,339.85,0.0629,0.02073,0.04585,0.01356,97.7,1629.0,22050,3.19,revving,54.0
88,Brake System Fault,-173.9945,26.388,108.364,18.4076,-13.2656,10.7021,18.0433,13.2055,-7.9143,10.1445,16.2411,9.9218,-3.1421,8.1711,13.2436,5.7718,0.1149,7.1086,4.765,6.1511,-2.3229,4.419,7.0521,2.8147,0.9751,4.741,2779.43,457.43,1750.94,227.19,4706.21,747.5,0.12199,0.02283,0.06398,0.0213,3588.0,1130.0,22050,2.58,idle,60.7
89,Brake System Fault,-171.0531,26.5762,98.9312,15.087,-19.9568,13.616,14.2519,9.422,-10.8187,8.2802,14.157,7.3866,-2.7005,7.903,9.8949,8.8087,-6.9573,7.1932,9.6565,6.9792,-3.8947,4.5592,3.75,5.493,-2.1499,4.8251,2801.17,396.99,1707.46,311.47,4825.81,565.66,0.1036,0.02329,0.08236,0.01695,3702.0,1017.8,22050,3.74,revving,58.7
90,Brake System Fault,-170.4258,19.8179,92.1662,8.5379,-15.2139,11.2624,14.3673,15.2957,-12.0101,7.9251,6.6394,9.8538,-7.4587,4.4815,8.5972,9.0356,0.8145,6.6505,9.3085,5.4899,-3.4703,5.3739,9.7328,4.2976,-5.538,3.8724,2705.98,410.09,1702.28,287.76,5141.25,641.6,0.1208,0.02036,0.07085,0.0237,3638.9,1068.3,22050,4.48,revving,67.7
91,Clutch Slip,-187.5663,23.2399,111.0425,13.8212,-2.147,9.5998,14.7854,5.4108,-6.1972,4.1923,13.2029,5.1892,-5.7817,6.7882,6.1006,4.588,-3.0315,4.7989,7.9389,5.5815,-3.4145,4.6136,4.5734,3.5291,-0.2203,4.32,2066.97,191.16,1262.48,130.39,3723.16,323.52,0.07733,0.01694,0.05301,0.01304,23.0,1808.5,22050,3.11,load,49.0
92,Engine Overheating,-182.6695,17.2292,107.8852,15.8354,-10.8646,9.7341,11.0066,9.5085,-1.2762,9.0319,14.5693,6.1108,-0.5214,7.1134,10.216,2.6621,-0.3253,6.4878,8.4561,5.2954,-4.4611,4.9991,5.4742,3.3252,-1.8341,4.3033,2552.92,332.64,1509.42,249.49,4464.18,595.69,0.0934,0.02036,0.06341,0.02282,3373.8,1059.9,22050,3.37,revving,64.5
93,Engine Overheating,-190.82,17.6883,97.3545,20.8263,-10.2224,8.1168,12.5454,7.4006,-1.3626,6.3839,14.8521,6.1176,-0.6357,4.8165,10.3995,5.8933,-6.5783,8.1902,7.6991,5.0176,-1.3233,4.0743,4.5225,3.4949,-0.4727,3.2396,2701.52,332.95,1548.37,247.72,4208.04,520.5,0.09106,0.01979,0.06392,0.02068,3016.5,1331.4,22050,3.53,revving,49.7
94,Oil Pressure Fault,-189.1523,23.8451,111.5904,12.3891,-8.3227,8.5224,17.9608,9.6552,-7.8752,6.1952,11.0787,5.1245,-5.4597,7.9423,6.9429,5.1421,-2.9833,5.9288,7.4717,3.6251,-3.4215,4.4612,4.9499,3.6324,-2.8452,4.2231,2087.35,276.53,1337.99,156.26,3694.55,386.04,0.08409,0.01825,0.04835,0.01653,1270.8,706.9,22050,2.97,idle,61.5
95,Engine Overheating,-182.5745,18.3507,104.474,11.7266,-12.0349,10.5868,12.3819,9.0133,-3.5644,7.5627,15.7996,8.2273,1.8572,4.3717,5.9454,6.984,-4.2474,1.726,9.3675,6.1294,-2.3809,5.1696,3.9097,4.8875,1.5689,6.0966,2457.24,328.85,1576.51,191.46,4221.05,577.7,0.09724,0.01801,0.06469,0.01224,2730.2,1580.0,22050,3.58,revving,57.9
96,Oil Pressure Fault,-195.7109,21.689,101.6116,11.4666,-5.1008,5.4418,19.3658,10.1936,-6.7944,8.8028,10.7219,6.8191,-2.4671,8.736,8.5399,7.4608,-0.8979,6.7063,7.2341,5.4836,1.3,3.5825,3.4372,5.9277,-3.7535,4.8407,2074.08,245.31,1224.84,175.95,3682.51,418.25,0.08468,0.01142,0.06162,0.01548,458.8,761.4,22050,4.21,load,50.4
97,Battery Fault,-193.8192,11.5137,113.7796,8.1286,-9.8367,8.9044,11.0338,6.1675,-1.9892,7.0506,8.6514,3.9103,-2.0442,4.2792,8.7911,5.7122,-6.0083,5.5372,5.7694,2.7015,-0.9311,4.6243,7.6693,5.3087,-4.4288,2.7501,1994.82,187.8,1165.4,158.95,3292.54,239.21,0.06777,0.01495,0.04852,0.00851,67.5,906.3,22050,4.43,load,68.0
98,Oil Pressure Fault,-185.9523,16.2571,110.7355,8.0096,-8.4896,9.987,19.298,8.7904,-8.7285,6.0997,10.212,4.5294,-2.7564,8.4869,7.0883,2.7218,-4.4005,4.7983,5.9973,6.2701,-0.5426,3.3297,6.7227,5.3829,-3.3871,3.8107,2130.09,305.16,1234.26,171.3,3761.02,363.71,0.08087,0.01847,0.05997,0.01655,1007.6,587.3,22050,3.94,revving,53.2
99,Oil Pressure Fault,-187.8419,15.2261,110.9757,9.5822,-9.8012,9.0533,11.8306,8.5185,-9.0915,3.7019,8.4559,7.3134,-4.1602,6.6819,3.0775,4.4681,-1.9494,4.7316,8.4405,5.5046,-2.7879,4.7828,7.136,4.6203,-0.0749,3.0281,2131.95,260.49,1266.19,170.88,3766.46,497.52,0.07625,0.01668,0.05679,0.0144,1162.5,970.9,22050,2.56,load,60.8
100,Oil Pressure Fault,-180.9959,12.8555,117.9209,17.4008,-6.3498,10.2816,19.8868,7.9022,-9.7099,8.163,9.4915,6.6207,-5.6795,4.1438,7.1589,5.5346,-4.9682,6.6483,3.4127,4.0999,-1.6291,4.1496,6.1215,4.1294,1.284,3.6136,2165.21,224.89,1383.07,174.57,3811.78,419.59,0.07687,0.01479,0.04969,0.01221,1155.8,815.5,22050,2.57,revving,66.9
101,Engine Overheating,-186.8037,14.6735,113.9267,12.375,-1.8393,8.3472,7.0165,7.6029,-5.0309,8.0628,10.7564,7.0491,0.7146,5.8921,10.4433,5.3058,-1.9946,8.0476,7.6711,4.0451,-2.7386,6.772,5.7639,5.2011,-3.1725,3.8906,2553.14,335.09,1491.81,291.85,4300.46,532.8,0.09352,0.01676,0.06627,0.02024,2858.6,1525.7,22050,3.1,revving,53.2
102,Clutch Slip,-187.533,17.4718,99.3466,12.6972,-2.3869,9.0716,11.8174,8.9568,-8.1864,6.5446,14.568,7.9403,-0.4791,3.7932,7.3485,5.192,-1.5137,3.8388,6.5757,4.1979,-2.103,2.7343,5.9295,2.4854,-0.4078,3.0182,2008.65,240.57,1275.92,130.41,3406.3,350.76,0.07917,0.0105,0.0616,0.01414,14.2,2077.3,22050,2.68,revving,51.7
103,Engine Overheating,-171.713,13.4759,104.4562,9.6797,-14.0415,12.7398,10.4223,7.6308,-3.4267,5.8368,10.6754,7.7507,-1.6216,5.5507,9.6258,6.1337,-4.3414,5.4099,7.2581,5.4663,-3.5884,4.7971,5.0598,3.9326,-1.2496,2.5449,2469.2,351.01,1522.14,208.68,4450.82,596.78,0.0887,0.02186,0.06632,0.00943,3063.3,1154.8,22050,2.76,revving,63.8
104,Clutch Slip,-176.0474,15.7173,103.6738,8.7941,-7.9055,9.6702,12.1081,4.5709,-6.5192,5.5306,12.2667,5.3972,-3.3087,4.8909,5.015,3.9469,-0.7049,5.3574,6.3259,4.978,-4.3043,3.7781,5.6008,4.5902,0.4728,4.3141,2099.74,201.8,1328.93,137.08,3686.27,327.82,0.08477,0.01466,0.05722,0.01037,46.7,1699.7,22050,3.73,idle,75.6
105,Healthy,-194.2628,17.3923,114.5048,9.4448,-4.4132,2.8481,12.5487,4.2088,-2.8607,4.8843,10.1498,4.1776,-1.7676,3.5439,7.0883,3.3551,-1.9046,2.7817,5.618,3.9885,-0.0007,2.5773,4.9859,2.5674,-4.0709,2.4702,1792.67,142.6,1059.19,142.26,3098.81,301.13,0.06092,0.00755,0.04418,0.00948,87.1,605.1,22050,2.78,load,66.2
106,Brake System Fault,-174.8062,16.4658,101.5701,10.5932,-20.0674,11.6934,18.4292,11.639,-3.998,10.5865,14.8123,5.4801,-7.5509,7.3327,5.6125,5.378,-7.5974,6.1399,8.4945,7.5039,-2.7873,5.6485,5.2755,6.3741,-1.4504,5.7845,2662.06,328.34,1776.06,287.11,5361.5,618.34,0.11336,0.02267,0.08569,0.01699,4183.9,857.7,22050,2.56,revving,61.5
107,Healthy,-188.2778,15.1308,106.407,9.7651,-7.3396,5.014,12.7272,4.1603,-4.1755,5.3243,10.3067,4.5351,-2.2806,2.1919,6.7438,1.8486,-1.3355,3.0171,5.3193,2.9589,-0.6522,1.7901,4.368,4.0664,-0.5804,2.7422,1852.88,189.43,1064.23,156.1,3140.85,253.59,0.05794,0.01717,0.03679,0.00992,51.7,929.9,22050,3.78,load,74.2
108,Battery Fault,-196.8166,15.9186,112.838,11.0036,-6.5453,7.3513,13.8089,5.3714,-4.21,4.557,10.7375,6.2724,-3.8684,2.9763,10.5917,6.0312,-4.2464,2.8282,4.2024,3.4798,-1.3652,3.8537,4.718,3.457,-3.7604,2.3213,2040.91,250.33,1144.6,128.74,3334.04,265.52,0.07551,0.01017,0.05227,0.01126,147.5,800.6,22050,4.23,load,57.7
109,Engine Overheating,-175.6519,15.2052,101.2067,15.1405,-8.6575,7.6865,15.4015,7.3711,-0.4218,7.6965,10.0688,6.8735,-6.1262,7.2188,10.2084,7.1891,-5.6937,5.8107,5.6327,4.2899,-1.595,5.5539,7.918,4.8713,-1.7296,2.0016,2591.82,331.92,1741.31,296.09,4406.52,541.95,0.09323,0.01582,0.06173,0.01596,2402.9,1135.9,22050,2.72,revving,48.5
110,Clutch Slip,-192.6984,18.5981,103.8322,11.9272,-11.4121,7.7414,13.7045,7.9792,-3.632,4.789,11.6491,6.1566,-4.4034,5.3484,8.1716,4.1062,-0.0813,6.6433,3.9179,5.6015,-2.8522,4.6793,3.9659,3.0976,-0.2521,3.6056,2078.71,206.82,1209.21,99.16,3754.94,358.26,0.06689,0.01181,0.05304,0.01519,40.7,1972.1,22050,3.79,load,75.2
111,Healthy,-195.8524,12.3697,105.5659,9.6919,-7.376,4.2072,12.6008,6.1508,-6.5605,4.6795,8.3581,3.3108,-3.7318,2.8723,7.9265,3.0683,-1.1019,2.8762,5.0939,2.0571,-0.5513,3.5318,4.0809,3.6169,0.2365,3.095,1805.48,232.44,1022.91,127.25,3253.78,255.0,0.07128,0.01446,0.04063,0.01239,104.4,930.9,22050,3.82,idle,50.5
112,Engine Overheating,-180.1648,21.7154,102.6676,12.76,-4.4859,10.1518,6.1179,9.3169,-5.6716,4.9847,12.0044,8.9938,1.0817,7.7686,11.8433,5.676,-2.7914,8.1739,11.6155,3.5027,-2.34,4.4088,7.4063,4.5992,-1.8941,3.4967,2497.47,319.46,1534.81,227.32,4361.69,526.7,0.10118,0.00926,0.06403,0.01467,3086.8,1451.0,22050,4.09,idle,73.0
113,Brake System Fault,-170.8776,30.3173,103.9156,18.0033,-11.0965,9.9611,13.2538,9.3191,-7.2625,10.402,13.963,7.5802,-4.3587,6.6087,9.9404,6.3129,-3.016,5.7744,4.7635,6.6709,0.037,5.5178,2.6664,6.1553,-1.675,7.3539,2959.18,371.45,1750.76,302.75,4986.6,844.28,0.12117,0.0214,0.08796,0.01513,4055.5,172.6,22050,3.9,idle,68.6
114,Brake System Fault,-174.1877,23.7601,103.4814,17.583,-16.6139,10.6024,16.1543,11.7815,-9.7301,10.4103,11.8707,7.0082,-8.2678,5.6705,6.5488,6.1073,-0.3997,7.0514,11.7803,3.8834,-1.2893,6.8263,4.0761,5.1868,-1.663,5.4057,2706.46,427.44,1836.87,237.86,5022.16,742.45,0.10712,0.02939,0.07813,0.02369,1490.5,1299.7,22050,3.84,revving,65.7
115,Healthy,-189.7573,11.9174,114.9893,8.8777,-10.9635,6.7981,13.1101,4.2597,-5.2539,7.7655,8.0721,4.8107,-3.1555,3.1209,8.0127,3.5708,-1.5542,2.4058,5.3033,3.1394,-1.6229,2.363,5.2895,2.3087,-0.2732,2.5562,1816.35,127.36,1081.85,114.51,3020.44,363.6,0.06189,0.01462,0.04365,0.0127,56.6,1100.5,22050,4.47,revving,67.2
116,Brake System Fault,-160.5212,19.9732,103.4439,15.5503,-15.8476,11.661,21.773,8.1425,-7.1967,9.9777,12.4264,7.5288,-7.9031,6.4321,7.6053,8.3344,-5.4502,7.4504,10.6671,4.8254,-4.8879,6.0645,6.0617,5.9888,-0.6028,5.3279,2925.03,383.48,1760.35,330.49,5597.41,641.02,0.11247,0.03297,0.07873,0.0144,3932.0,1478.2,22050,4.33,load,63.0
117,Healthy,-196.6568,12.7368,110.4034,7.7963,-4.3283,6.438,8.5121,6.0025,-4.1713,2.2318,11.3573,5.5231,-2.8355,3.4182,6.632,2.7357,-0.7312,2.7629,4.5546,3.3032,-2.4519,2.7513,4.869,1.9337,-1.1389,2.7485,1737.9,146.22,1015.58,107.11,3028.97,268.19,0.05989,0.01105,0.04418,0.01153,25.3,1038.5,22050,3.53,idle,71.5
118,Battery Fault,-199.9996,16.054,109.133,13.1556,-2.8366,8.0353,11.0038,5.5011,-5.4648,4.7834,6.542,4.3835,-0.1823,3.7071,10.3051,6.0313,-4.7981,4.3019,5.2388,3.352,-1.3283,4.5365,5.1641,3.6034,-2.4241,4.4491,1942.72,190.01,1197.47,146.01,3384.79,302.07,0.07455,0.01148,0.05252,0.01256,140.0,467.6,22050,3.47,load,50.2
119,Engine Overheating,-180.0349,13.5254,108.5742,13.3056,-10.9246,8.2871,11.1159,6.1687,-2.2314,6.6604,15.979,4.1776,-0.6027,5.1644,11.038,7.1201,-6.9224,7.6733,7.213,4.7519,-4.2542,2.7184,5.274,2.9733,-4.3469,4.897,2553.72,333.69,1452.6,268.4,4312.41,498.72,0.08911,0.02039,0.06362,0.01482,2724.6,1782.8,22050,4.07,load,64.6
120,Brake System Fault,-186.5257,22.6304,91.1383,13.8254,-9.0875,14.5081,17.7608,11.3347,-9.063,9.1742,13.0722,8.4752,-7.9785,7.2572,5.5472,4.7503,-1.2936,11.1618,8.3706,6.0437,-0.1781,4.3897,4.2358,5.7116,0.466,5.5802,2755.56,506.08,1706.39,274.22,5006.79,557.67,0.11302,0.02435,0.07715,0.02225,3183.1,1261.2,22050,2.56,idle,65.2
121,Healthy,-200.0773,13.401,113.2558,9.2144,-4.7005,5.4276,14.1557,5.0896,-3.8907,4.2771,10.2176,3.1912,-0.6931,2.07,6.5088,2.9496,-0.4179,4.0364,3.9563,3.7202,-2.5,4.0887,3.4939,3.3387,-0.7545,2.4899,1783.71,191.33,1008.15,127.16,3088.22,247.8,0.06715,0.01204,0.03671,0.01256,41.1,921.7,22050,4.12,revving,56.6
122,Engine Overheating,-178.5247,15.8613,101.6336,12.7844,-9.0647,10.1341,14.3442,8.4902,0.8967,5.4634,11.1555,5.6345,-0.6524,4.8819,11.0768,6.0081,-3.4626,6.3686,7.4839,6.0693,0.6852,5.5407,6.2729,4.4547,-2.7996,3.3512,2389.65,343.64,1543.48,284.83,4086.03,564.41,0.10496,0.01533,0.06999,0.0179,2920.4,374.5,22050,2.68,idle,70.5
123,Battery Fault,-199.478,19.2481,112.561,10.5493,-4.7871,7.2928,12.2676,6.9194,-7.1265,8.1038,9.104,6.9579,-2.9366,2.7537,10.0786,3.4343,-5.8598,3.9758,3.2547,4.0934,-0.9844,3.8318,6.3029,5.0833,-2.8988,4.2074,1967.08,179.5,1170.62,188.66,3326.24,373.15,0.06515,0.01363,0.04728,0.0106,173.6,1059.4,22050,4.12,idle,68.6
124,Battery Fault,-186.9856,18.0461,118.5349,9.5719,-10.1715,6.4813,13.0984,5.6278,-5.8542,5.8378,7.0366,4.3117,-3.7871,4.4175,9.2173,5.9566,-5.4943,4.1772,6.6809,3.2759,1.6619,4.168,6.806,4.4553,-2.5772,3.7732,1951.35,224.17,1251.39,165.66,3505.58,338.45,0.07369,0.0106,0.04844,0.00883,176.7,438.0,22050,3.61,revving,64.0
